,periodo,comentario,quant_like_coment,feedback_super,nota,quant_comentarios,quant_fotos,supermercado,rua_supermercado,guia_local,cliente_id
363,5 anos atrás,Sem comentário,0.0,Sem feedback,5,8,0,Deirton,"Fausto Pinheiro, 316",Não,362
364,5 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,363
365,um mês atrás,Sem comentário,0.0,Sem feedback,5,0,2,Deirton,"Fausto Pinheiro, 316",Sim,364
366,5 anos atrás,Sem comentário,0.0,Sem feedback,4,0,2,Deirton,"Fausto Pinheiro, 316",Não,365
367,2 anos atrás,Sem comentário,0.0,Sem feedback,4,4,0,Deirton,"Fausto Pinheiro, 316",Não,366
368,4 anos atrás,Sem comentário,0.0,Sem feedback,4,2,27,Deirton,"Fausto Pinheiro, 316",Sim,367
369,um mês atrás,Sem comentário,0.0,Sem feedback,5,84,0,Deirton,"Fausto Pinheiro, 316",Sim,368
370,6 meses atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,369
371,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,370
372,4 anos atrás,Sem comentário,0.0,Sem feedback,4,4,0,Deirton,"Fausto Pinheiro, 316",Não,371
373,11 meses atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,372
374,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,373
375,5 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,374
376,2 anos atrás,Sem comentário,0.0,Sem feedback,5,2,2,Deirton,"Fausto Pinheiro, 316",Não,191
377,6 anos atrás,Sem comentário,0.0,Sem feedback,4,0,3,Deirton,"Fausto Pinheiro, 316",Não,375
378,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,376
379,2 anos atrás,Sem comentário,0.0,Sem feedback,1,10,0,Deirton,"Fausto Pinheiro, 316",Sim,377
380,4 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,378
381,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,379
382,4 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,380
383,4 anos atrás,Sem comentário,0.0,Sem feedback,4,10,34,Deirton,"Fausto Pinheiro, 316",Sim,381
384,6 anos atrás,Sem comentário,0.0,Sem feedback,4,0,3,Deirton,"Fausto Pinheiro, 316",Não,382
385,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,383
386,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,384
387,um ano atrás,Sem comentário,0.0,Sem feedback,5,3,0,Deirton,"Fausto Pinheiro, 316",Não,385
388,10 meses atrás,Sem comentário,0.0,Sem feedback,3,0,0,Deirton,"Fausto Pinheiro, 316",Não,386
389,3 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,387
390,11 meses atrás,Sem comentário,0.0,Sem feedback,4,4,0,Deirton,"Fausto Pinheiro, 316",Não,388
391,5 meses atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,389
392,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,390
393,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,391
394,5 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,392
395,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,393
396,4 anos atrás,Sem comentário,0.0,Sem feedback,3,3,0,Deirton,"Fausto Pinheiro, 316",Sim,394
397,6 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,395
398,4 anos atrás,Sem comentário,0.0,Sem feedback,5,2,0,Deirton,"Fausto Pinheiro, 316",Não,396
399,2 meses atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,397
400,3 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,398
401,5 anos atrás,Sem comentário,0.0,Sem feedback,5,8,0,Deirton,"Fausto Pinheiro, 316",Sim,399
402,2 anos atrás,Sem comentário,0.0,Sem feedback,5,3,0,Deirton,"Fausto Pinheiro, 316",Não,400
403,11 meses atrás,Sem comentário,0.0,Sem feedback,5,5,12,Deirton,"Fausto Pinheiro, 316",Sim,401
404,3 anos atrás,Sem comentário,0.0,Sem feedback,3,0,0,Deirton,"Fausto Pinheiro, 316",Não,402
405,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,2,Deirton,"Fausto Pinheiro, 316",Não,403
406,3 anos atrás,Sem comentário,0.0,Sem feedback,5,3,0,Deirton,"Fausto Pinheiro, 316",Não,404
407,4 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,405
408,3 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,406
409,4 anos atrás,Sem comentário,0.0,Sem feedback,5,22,410,Deirton,"Fausto Pinheiro, 316",Sim,407
410,3 anos atrás,Sem comentário,0.0,Sem feedback,5,2,0,Deirton,"Fausto Pinheiro, 316",Não,408
411,10 meses atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,409
412,11 meses atrás,Sem comentário,0.0,Sem feedback,5,2,2,Deirton,"Fausto Pinheiro, 316",Não,410
413,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,411
414,5 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,412
415,um ano atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,413
416,5 anos atrás,Sem comentário,0.0,Sem feedback,5,14,2,Deirton,"Fausto Pinheiro, 316",Sim,414
417,4 anos atrás,Sem comentário,0.0,Sem feedback,5,6,0,Deirton,"Fausto Pinheiro, 316",Não,415
418,5 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,416
419,3 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,417
420,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,418
421,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,419
422,5 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,420
423,um ano atrás,Sem comentário,0.0,Sem feedback,1,0,0,Deirton,"Fausto Pinheiro, 316",Não,421
424,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,422
425,4 anos atrás,Sem comentário,0.0,Sem feedback,5,20,3,Deirton,"Fausto Pinheiro, 316",Sim,423
426,6 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,424
427,5 anos atrás,Sem comentário,0.0,Sem feedback,4,2,12,Deirton,"Fausto Pinheiro, 316",Sim,425
428,5 anos atrás,Sem comentário,0.0,Sem feedback,1,2,9,Deirton,"Fausto Pinheiro, 316",Não,426
429,um ano atrás,Sem comentário,0.0,Sem feedback,5,3,8,Deirton,"Fausto Pinheiro, 316",Não,427
430,2 anos atrás,Sem comentário,0.0,Sem feedback,5,9,5,Deirton,"Fausto Pinheiro, 316",Não,428
431,5 anos atrás,Sem comentário,0.0,Sem feedback,5,3,2,Deirton,"Fausto Pinheiro, 316",Não,429
432,4 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,430
433,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,431
434,6 anos atrás,Sem comentário,0.0,Sem feedback,5,27,0,Deirton,"Fausto Pinheiro, 316",Sim,432
435,6 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Sim,433
436,um mês atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,434
437,6 anos atrás,Sem comentário,0.0,Sem feedback,3,3,13,Deirton,"Fausto Pinheiro, 316",Sim,435
438,um ano atrás,Sem comentário,0.0,Sem feedback,1,0,0,Deirton,"Fausto Pinheiro, 316",Não,436
439,5 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,437
440,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,5,Deirton,"Fausto Pinheiro, 316",Não,438
441,5 anos atrás,Sem comentário,0.0,Sem feedback,3,0,0,Deirton,"Fausto Pinheiro, 316",Não,439
442,11 meses atrás,Sem comentário,0.0,Sem feedback,5,49,0,Deirton,"Fausto Pinheiro, 316",Não,440
443,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,441
444,2 anos atrás,Sem comentário,0.0,Sem feedback,4,5,11,Deirton,"Fausto Pinheiro, 316",Sim,442
445,3 anos atrás,Sem comentário,0.0,Sem feedback,5,2,9,Deirton,"Fausto Pinheiro, 316",Não,443
446,uma semana atrás,Sem comentário,0.0,Sem feedback,5,0,4,Deirton,"Fausto Pinheiro, 316",Não,444
447,5 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,445
448,5 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,446
449,3 meses atrás,Sem comentário,0.0,Sem feedback,5,16,0,Deirton,"Fausto Pinheiro, 316",Sim,447
450,6 anos atrás,Sem comentário,0.0,Sem feedback,5,19,0,Deirton,"Fausto Pinheiro, 316",Sim,448
451,4 meses atrás,Sem comentário,0.0,Sem feedback,5,4,43,Deirton,"Fausto Pinheiro, 316",Sim,449
452,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,450
453,4 anos atrás,Sem comentário,0.0,Sem feedback,5,56,5,Deirton,"Fausto Pinheiro, 316",Sim,451
454,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,452
455,3 anos atrás,Sem comentário,0.0,Sem feedback,4,0,27,Deirton,"Fausto Pinheiro, 316",Não,453
456,3 anos atrás,Sem comentário,0.0,Sem feedback,4,2,0,Deirton,"Fausto Pinheiro, 316",Não,454
457,11 meses atrás,Sem comentário,0.0,Sem feedback,3,0,0,Deirton,"Fausto Pinheiro, 316",Não,455
458,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,456
459,4 anos atrás,Sem comentário,0.0,Sem feedback,4,38,26,Deirton,"Fausto Pinheiro, 316",Sim,457
460,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,458
461,3 anos atrás,Sem comentário,0.0,Sem feedback,5,5,0,Deirton,"Fausto Pinheiro, 316",Não,459
462,5 meses atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,460
463,2 anos atrás,Sem comentário,0.0,Sem feedback,5,2,0,Deirton,"Fausto Pinheiro, 316",Não,461
464,3 meses atrás,Sem comentário,0.0,Sem feedback,4,18,14,Deirton,"Fausto Pinheiro, 316",Sim,462
465,5 anos atrás,Sem comentário,0.0,Sem feedback,2,0,0,Deirton,"Fausto Pinheiro, 316",Sim,463
466,3 anos atrás,Sem comentário,0.0,Sem feedback,3,0,0,Deirton,"Fausto Pinheiro, 316",Não,464
467,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,465
468,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,466
469,9 meses atrás,Sem comentário,0.0,Sem feedback,5,20,73,Deirton,"Fausto Pinheiro, 316",Sim,467
470,3 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,468
471,3 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,469
472,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,470
473,4 anos atrás,Sem comentário,0.0,Sem feedback,5,9,0,Deirton,"Fausto Pinheiro, 316",Não,471
474,3 anos atrás,Sem comentário,0.0,Sem feedback,5,0,2,Deirton,"Fausto Pinheiro, 316",Não,472
475,5 anos atrás,Sem comentário,0.0,Sem feedback,1,0,0,Deirton,"Fausto Pinheiro, 316",Não,473
476,3 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,474
477,3 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,475
478,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,476
479,6 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,477
480,um ano atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,478
481,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,479
482,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,480
483,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,481
484,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,482
485,4 anos atrás,Sem comentário,0.0,Sem feedback,5,2,0,Deirton,"Fausto Pinheiro, 316",Não,483
486,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,484
487,2 anos atrás,Sem comentário,0.0,Sem feedback,5,9,0,Deirton,"Fausto Pinheiro, 316",Não,485
488,4 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,486
489,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,487
490,4 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,488
491,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,6,Deirton,"Fausto Pinheiro, 316",Não,489
492,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,490
493,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,491
494,2 anos atrás,Sem comentário,0.0,Sem feedback,5,8,4,Deirton,"Fausto Pinheiro, 316",Sim,492
495,6 anos atrás,Sem comentário,0.0,Sem feedback,5,4,5,Deirton,"Fausto Pinheiro, 316",Sim,493
496,4 anos atrás,Sem comentário,0.0,Sem feedback,1,6,0,Deirton,"Fausto Pinheiro, 316",Não,494
497,3 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,495
498,6 meses atrás,Sem comentário,0.0,Sem feedback,4,2,0,Deirton,"Fausto Pinheiro, 316",Não,496
499,um ano atrás,Sem comentário,0.0,Sem feedback,5,85,31,Deirton,"Fausto Pinheiro, 316",Sim,497
500,4 anos atrás,Sem comentário,0.0,Sem feedback,5,3,4,Deirton,"Fausto Pinheiro, 316",Sim,498
501,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,499
502,4 anos atrás,Sem comentário,0.0,Sem feedback,4,8,6,Deirton,"Fausto Pinheiro, 316",Não,500
503,3 anos atrás,Sem comentário,0.0,Sem feedback,4,58,107,Deirton,"Fausto Pinheiro, 316",Sim,501
504,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,502
505,5 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,503
506,3 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,504
507,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,505
508,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,506
509,4 anos atrás,Sem comentário,0.0,Sem feedback,5,3,0,Deirton,"Fausto Pinheiro, 316",Não,507
510,2 anos atrás,Sem comentário,0.0,Sem feedback,5,2,0,Deirton,"Fausto Pinheiro, 316",Não,508
511,2 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,509
512,5 anos atrás,Sem comentário,0.0,Sem feedback,4,5,11,Deirton,"Fausto Pinheiro, 316",Não,510
513,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,2,Deirton,"Fausto Pinheiro, 316",Não,511
514,4 anos atrás,Sem comentário,0.0,Sem feedback,4,13,0,Deirton,"Fausto Pinheiro, 316",Não,512
515,3 anos atrás,Sem comentário,0.0,Sem feedback,5,7,0,Deirton,"Fausto Pinheiro, 316",Não,513
516,3 meses atrás,Sem comentário,0.0,Sem feedback,5,25,22,Deirton,"Fausto Pinheiro, 316",Sim,514
517,2 anos atrás,Sem comentário,0.0,Sem feedback,5,3,83,Deirton,"Fausto Pinheiro, 316",Sim,515
518,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,516
519,3 anos atrás,Sem comentário,0.0,Sem feedback,5,10,20,Deirton,"Fausto Pinheiro, 316",Sim,517
520,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,518
521,3 anos atrás,Sem comentário,0.0,Sem feedback,1,0,0,Deirton,"Fausto Pinheiro, 316",Não,519
522,2 anos atrás,Sem comentário,0.0,Sem feedback,4,35,8,Deirton,"Fausto Pinheiro, 316",Sim,520
523,2 anos atrás,Sem comentário,0.0,Sem feedback,5,7,2,Deirton,"Fausto Pinheiro, 316",Sim,521
524,um ano atrás,Sem comentário,0.0,Sem feedback,5,2,0,Deirton,"Fausto Pinheiro, 316",Não,522
525,4 anos atrás,Sem comentário,0.0,Sem feedback,5,7,2,Deirton,"Fausto Pinheiro, 316",Não,523
526,3 semanas atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,524
527,2 anos atrás,Sem comentário,0.0,Sem feedback,5,26,0,Deirton,"Fausto Pinheiro, 316",Sim,525
528,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,526
529,um ano atrás,Sem comentário,0.0,Sem feedback,1,0,0,Deirton,"Fausto Pinheiro, 316",Não,527
530,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,528
531,4 anos atrás,Sem comentário,0.0,Sem feedback,5,9,33,Deirton,"Fausto Pinheiro, 316",Sim,529
532,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,530
533,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,531
534,3 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,532
535,2 anos atrás,Sem comentário,0.0,Sem feedback,2,0,0,Deirton,"Fausto Pinheiro, 316",Não,533
536,um ano atrás,Sem comentário,0.0,Sem feedback,5,11,0,Deirton,"Fausto Pinheiro, 316",Sim,534
537,3 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,535
538,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,536
539,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,537
540,4 anos atrás,Sem comentário,0.0,Sem feedback,5,38,14,Deirton,"Fausto Pinheiro, 316",Sim,538
541,4 anos atrás,Sem comentário,0.0,Sem feedback,3,2,4,Deirton,"Fausto Pinheiro, 316",Não,539
542,4 anos atrás,Sem comentário,0.0,Sem feedback,5,6,0,Deirton,"Fausto Pinheiro, 316",Não,540
543,2 anos atrás,Sem comentário,0.0,Sem feedback,5,2,0,Deirton,"Fausto Pinheiro, 316",Não,541
544,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,542
545,2 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,543
546,6 meses atrás,Sem comentário,0.0,Sem feedback,5,6,0,Deirton,"Fausto Pinheiro, 316",Não,544
547,3 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,545
548,3 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,546
549,5 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,547
550,3 anos atrás,Sem comentário,0.0,Sem feedback,5,5,0,Deirton,"Fausto Pinheiro, 316",Não,548
551,6 anos atrás,Sem comentário,0.0,Sem feedback,5,0,7,Deirton,"Fausto Pinheiro, 316",Não,549
552,3 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,550
553,11 meses atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,551
554,4 anos atrás,Sem comentário,0.0,Sem feedback,5,7,32,Deirton,"Fausto Pinheiro, 316",Sim,552
555,3 anos atrás,Sem comentário,0.0,Sem feedback,5,3,0,Deirton,"Fausto Pinheiro, 316",Não,553
556,6 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,554
557,um ano atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,555
558,6 anos atrás,Sem comentário,0.0,Sem feedback,3,0,0,Deirton,"Fausto Pinheiro, 316",Não,556
559,3 anos atrás,Sem comentário,0.0,Sem feedback,4,4,0,Deirton,"Fausto Pinheiro, 316",Não,557
560,3 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,558
561,5 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,559
562,4 anos atrás,Sem comentário,0.0,Sem feedback,3,0,0,Deirton,"Fausto Pinheiro, 316",Não,560
563,4 anos atrás,Sem comentário,0.0,Sem feedback,5,33,243,Deirton,"Fausto Pinheiro, 316",Sim,561
564,3 anos atrás,Sem comentário,0.0,Sem feedback,4,2,0,Deirton,"Fausto Pinheiro, 316",Não,562
565,4 anos atrás,Sem comentário,0.0,Sem feedback,4,4,0,Deirton,"Fausto Pinheiro, 316",Não,563
566,5 anos atrás,Sem comentário,0.0,Sem feedback,3,3,0,Deirton,"Fausto Pinheiro, 316",Não,564
567,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,565
568,3 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,566
569,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,567
570,2 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,568
571,2 anos atrás,Sem comentário,0.0,Sem feedback,5,4,47,Deirton,"Fausto Pinheiro, 316",Sim,569
572,6 anos atrás,Sem comentário,0.0,Sem feedback,4,4,0,Deirton,"Fausto Pinheiro, 316",Não,570
573,4 anos atrás,Sem comentário,0.0,Sem feedback,4,3,0,Deirton,"Fausto Pinheiro, 316",Não,571
574,5 anos atrás,Sem comentário,0.0,Sem feedback,5,24,36,Deirton,"Fausto Pinheiro, 316",Sim,572
575,2 anos atrás,Sem comentário,0.0,Sem feedback,5,3,216,Deirton,"Fausto Pinheiro, 316",Sim,573
576,5 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,574
577,4 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,575
578,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,576
579,5 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,577
580,5 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,578
581,3 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,579
582,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,580
583,3 anos atrás,Sem comentário,0.0,Sem feedback,4,2,0,Deirton,"Fausto Pinheiro, 316",Não,581
584,3 anos atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,582
585,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,3,Deirton,"Fausto Pinheiro, 316",Não,583
586,4 anos atrás,Sem comentário,0.0,Sem feedback,2,0,0,Deirton,"Fausto Pinheiro, 316",Não,584
587,3 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,89
588,2 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,585
589,4 meses atrás,Sem comentário,0.0,Sem feedback,3,0,0,Deirton,"Fausto Pinheiro, 316",Não,586
590,2 anos atrás,Sem comentário,0.0,Sem feedback,3,3,0,Deirton,"Fausto Pinheiro, 316",Sim,587
591,2 anos atrás,Sem comentário,0.0,Sem feedback,4,3,0,Deirton,"Fausto Pinheiro, 316",Não,588
592,um ano atrás,Sem comentário,0.0,Sem feedback,4,0,0,Deirton,"Fausto Pinheiro, 316",Não,589
593,4 anos atrás,Sem comentário,0.0,Sem feedback,5,4,0,Deirton,"Fausto Pinheiro, 316",Não,590
594,4 anos atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,591
595,11 meses atrás,Sem comentário,0.0,Sem feedback,5,0,0,Deirton,"Fausto Pinheiro, 316",Não,592
596,2 anos atrás,Sem comentário,0.0,Sem feedback,1,7,0,Deirton,"Fausto Pinheiro, 316",Não,593
597,5 meses atrás,Sem comentário,0.0,Sem feedback,4,12,8,Deirton,"Fausto Pinheiro, 316",Sim,594
